Commodity_Code,Commodity_Description,Country_Code,Country_Name,Market_Year,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_ID,Unit_Description,Value
711100,"Coffee, Green",AO,Angola,1994,1993,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,1995,1994,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,1996,1995,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,1997,1996,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,1998,1997,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,1999,1998,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2000,1999,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2001,2000,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2002,2001,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2003,2002,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2004,2003,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2005,2010,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2006,2010,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2007,2010,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2008,2010,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2009,2010,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2010,2011,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2011,2011,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2012,2014,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2013,2014,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2014,2014,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2015,2015,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2016,2016,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2017,2017,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2018,2018,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AO,Angola,2019,2018,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2003,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2004,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2005,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2006,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2007,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2008,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2009,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2010,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2011,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2012,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2013,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2014,2015,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2015,2016,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2016,2016,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2017,2018,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2018,2018,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AR,Argentina,2019,2018,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2003,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2004,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2005,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2006,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2007,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2008,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2009,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2010,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2011,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2012,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2013,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2014,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2015,2015,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2016,2016,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2017,2018,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2018,2018,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",AS,Australia,2019,2018,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1961,1960,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1962,1961,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1963,1962,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1964,1963,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1965,1964,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1966,1965,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1967,1966,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1968,1967,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1969,1968,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1970,1969,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1971,1970,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1972,1971,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1973,1972,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1974,1973,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1975,1974,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1976,1975,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1977,1976,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1978,1977,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1979,1978,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1980,1979,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1981,1980,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1982,1981,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1983,1982,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1984,1983,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1985,1984,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1986,1985,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1987,1986,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1988,1987,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1989,1988,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1990,1989,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1991,1990,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1992,1991,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,1993,1992,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2004,2003,0,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2006,2007,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2007,2009,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2008,2007,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2009,2008,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2010,2009,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2011,2010,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2012,2011,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2013,2013,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2014,2013,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2015,2014,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2016,2015,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2017,2016,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2018,2017,12,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",DM,Benin,2019,2018,6,29,Arabica Production,2,(1000 60 KG BAGS),0
711100,"Coffee, Green",BL,Bolivia,1961,1960,0,29,Arabica Production,2,(1000 60 KG BAGS),28
711100,"Coffee, Green",BL,Bolivia,1962,1961,0,29,Arabica Production,2,(1000 60 KG BAGS),34
711100,"Coffee, Green",BL,Bolivia,1963,1962,0,29,Arabica Production,2,(1000 60 KG BAGS),38
711100,"Coffee, Green",BL,Bolivia,1964,1963,0,29,Arabica Production,2,(1000 60 KG BAGS),38
711100,"Coffee, Green",BL,Bolivia,1965,1964,0,29,Arabica Production,2,(1000 60 KG BAGS),58
711100,"Coffee, Green",BL,Bolivia,1966,1965,0,29,Arabica Production,2,(1000 60 KG BAGS),59
711100,"Coffee, Green",BL,Bolivia,1967,1966,0,29,Arabica Production,2,(1000 60 KG BAGS),72
711100,"Coffee, Green",BL,Bolivia,1968,1967,0,29,Arabica Production,2,(1000 60 KG BAGS),92
711100,"Coffee, Green",BL,Bolivia,1969,1968,0,29,Arabica Production,2,(1000 60 KG BAGS),59
711100,"Coffee, Green",BL,Bolivia,1970,1969,0,29,Arabica Production,2,(1000 60 KG BAGS),69
711100,"Coffee, Green",BL,Bolivia,1971,1970,0,29,Arabica Production,2,(1000 60 KG BAGS),86
711100,"Coffee, Green",BL,Bolivia,1972,1971,0,29,Arabica Production,2,(1000 60 KG BAGS),92
711100,"Coffee, Green",BL,Bolivia,1973,1972,0,29,Arabica Production,2,(1000 60 KG BAGS),88
711100,"Coffee, Green",BL,Bolivia,1974,1973,0,29,Arabica Production,2,(1000 60 KG BAGS),89
711100,"Coffee, Green",BL,Bolivia,1975,1974,0,29,Arabica Production,2,(1000 60 KG BAGS),100
711100,"Coffee, Green",BL,Bolivia,1976,1975,0,29,Arabica Production,2,(1000 60 KG BAGS),124
711100,"Coffee, Green",BL,Bolivia,1977,1976,0,29,Arabica Production,2,(1000 60 KG BAGS),108
711100,"Coffee, Green",BL,Bolivia,1978,1977,0,29,Arabica Production,2,(1000 60 KG BAGS),118
711100,"Coffee, Green",BL,Bolivia,1979,1978,0,29,Arabica Production,2,(1000 60 KG BAGS),122
711100,"Coffee, Green",BL,Bolivia,1980,1979,0,29,Arabica Production,2,(1000 60 KG BAGS),129
711100,"Coffee, Green",BL,Bolivia,1981,1980,0,29,Arabica Production,2,(1000 60 KG BAGS),145
711100,"Coffee, Green",BL,Bolivia,1982,1981,0,29,Arabica Production,2,(1000 60 KG BAGS),135
711100,"Coffee, Green",BL,Bolivia,1983,1982,0,29,Arabica Production,2,(1000 60 KG BAGS),155
711100,"Coffee, Green",BL,Bolivia,1984,1983,0,29,Arabica Production,2,(1000 60 KG BAGS),150
711100,"Coffee, Green",BL,Bolivia,1985,1984,0,29,Arabica Production,2,(1000 60 KG BAGS),140
711100,"Coffee, Green",BL,Bolivia,1986,1985,0,29,Arabica Production,2,(1000 60 KG BAGS),150
711100,"Coffee, Green",BL,Bolivia,1987,1986,0,29,Arabica Production,2,(1000 60 KG BAGS),157
711100,"Coffee, Green",BL,Bolivia,1988,1987,0,29,Arabica Production,2,(1000 60 KG BAGS),160
711100,"Coffee, Green",BL,Bolivia,1989,1988,0,29,Arabica Production,2,(1000 60 KG BAGS),170
711100,"Coffee, Green",BL,Bolivia,1990,1989,0,29,Arabica Production,2,(1000 60 KG BAGS),170
711100,"Coffee, Green",BL,Bolivia,1991,1990,0,29,Arabica Production,2,(1000 60 KG BAGS),190
711100,"Coffee, Green",BL,Bolivia,1992,1991,0,29,Arabica Production,2,(1000 60 KG BAGS),200
711100,"Coffee, Green",BL,Bolivia,1993,1992,0,29,Arabica Production,2,(1000 60 KG BAGS),85
711100,"Coffee, Green",BL,Bolivia,1994,1993,0,29,Arabica Production,2,(1000 60 KG BAGS),58
711100,"Coffee, Green",BL,Bolivia,1995,1994,0,29,Arabica Production,2,(1000 60 KG BAGS),123
711100,"Coffee, Green",BL,Bolivia,1996,1995,0,29,Arabica Production,2,(1000 60 KG BAGS),151
711100,"Coffee, Green",BL,Bolivia,1997,1996,0,29,Arabica Production,2,(1000 60 KG BAGS),133
711100,"Coffee, Green",BL,Bolivia,1998,1997,0,29,Arabica Production,2,(1000 60 KG BAGS),153
711100,"Coffee, Green",BL,Bolivia,1999,1998,0,29,Arabica Production,2,(1000 60 KG BAGS),150
711100,"Coffee, Green",BL,Bolivia,2000,1999,0,29,Arabica Production,2,(1000 60 KG BAGS),184
711100,"Coffee, Green",BL,Bolivia,2001,2000,0,29,Arabica Production,2,(1000 60 KG BAGS),173
711100,"Coffee, Green",BL,Bolivia,2002,2006,12,29,Arabica Production,2,(1000 60 KG BAGS),118
711100,"Coffee, Green",BL,Bolivia,2003,2006,12,29,Arabica Production,2,(1000 60 KG BAGS),149
711100,"Coffee, Green",BL,Bolivia,2004,2010,6,29,Arabica Production,2,(1000 60 KG BAGS),125
711100,"Coffee, Green",BL,Bolivia,2005,2010,6,29,Arabica Production,2,(1000 60 KG BAGS),165
711100,"Coffee, Green",BL,Bolivia,2006,2010,6,29,Arabica Production,2,(1000 60 KG BAGS),135
711100,"Coffee, Green",BL,Bolivia,2007,2010,6,29,Arabica Production,2,(1000 60 KG BAGS),152
711100,"Coffee, Green",BL,Bolivia,2008,2010,6,29,Arabica Production,2,(1000 60 KG BAGS),140
711100,"Coffee, Green",BL,Bolivia,2009,2011,6,29,Arabica Production,2,(1000 60 KG BAGS),135
711100,"Coffee, Green",BL,Bolivia,2010,2011,6,29,Arabica Production,2,(1000 60 KG BAGS),140
711100,"Coffee, Green",BL,Bolivia,2011,2011,12,29,Arabica Production,2,(1000 60 KG BAGS),125
711100,"Coffee, Green",BL,Bolivia,2012,2013,6,29,Arabica Production,2,(1000 60 KG BAGS),140
711100,"Coffee, Green",BL,Bolivia,2013,2014,6,29,Arabica Production,2,(1000 60 KG BAGS),115
711100,"Coffee, Green",BL,Bolivia,2014,2015,6,29,Arabica Production,2,(1000 60 KG BAGS),128
711100,"Coffee, Green",BL,Bolivia,2015,2015,12,29,Arabica Production,2,(1000 60 KG BAGS),100
711100,"Coffee, Green",BL,Bolivia,2016,2016,6,29,Arabica Production,2,(1000 60 KG BAGS),80
711100,"Coffee, Green",BL,Bolivia,2017,2017,6,29,Arabica Production,2,(1000 60 KG BAGS),75
711100,"Coffee, Green",BL,Bolivia,2018,2018,6,29,Arabica Production,2,(1000 60 KG BAGS),85
711100,"Coffee, Green",BL,Bolivia,2019,2018,6,29,Arabica Production,2,(1000 60 KG BAGS),85
711100,"Coffee, Green",BR,Brazil,1961,1960,0,29,Arabica Production,2,(1000 60 KG BAGS),29800
711100,"Coffee, Green",BR,Brazil,1962,1961,0,29,Arabica Production,2,(1000 60 KG BAGS),39600
711100,"Coffee, Green",BR,Brazil,1963,1962,0,29,Arabica Production,2,(1000 60 KG BAGS),28900
711100,"Coffee, Green",BR,Brazil,1964,1963,0,29,Arabica Production,2,(1000 60 KG BAGS),23200
711100,"Coffee, Green",BR,Brazil,1965,1964,0,29,Arabica Production,2,(1000 60 KG BAGS),11000
711100,"Coffee, Green",BR,Brazil,1966,1965,0,29,Arabica Production,2,(1000 60 KG BAGS),37700
711100,"Coffee, Green",BR,Brazil,1967,1966,0,29,Arabica Production,2,(1000 60 KG BAGS),21000
711100,"Coffee, Green",BR,Brazil,1968,1967,0,29,Arabica Production,2,(1000 60 KG BAGS),24500
711100,"Coffee, Green",BR,Brazil,1969,1968,0,29,Arabica Production,2,(1000 60 KG BAGS),17000
711100,"Coffee, Green",BR,Brazil,1970,1969,0,29,Arabica Production,2,(1000 60 KG BAGS),21000
711100,"Coffee, Green",BR,Brazil,1971,1970,0,29,Arabica Production,2,(1000 60 KG BAGS),11000
711100,"Coffee, Green",BR,Brazil,1972,1971,0,29,Arabica Production,2,(1000 60 KG BAGS),24600
711100,"Coffee, Green",BR,Brazil,1973,1972,0,29,Arabica Production,2,(1000 60 KG BAGS),24500
711100,"Coffee, Green",BR,Brazil,1974,1973,0,29,Arabica Production,2,(1000 60 KG BAGS),14300
711100,"Coffee, Green",BR,Brazil,1975,1974,0,29,Arabica Production,2,(1000 60 KG BAGS),27500
711100,"Coffee, Green",BR,Brazil,1976,1975,0,29,Arabica Production,2,(1000 60 KG BAGS),22800
711100,"Coffee, Green",BR,Brazil,1977,1976,0,29,Arabica Production,2,(1000 60 KG BAGS),9000
711100,"Coffee, Green",BR,Brazil,1978,1977,0,29,Arabica Production,2,(1000 60 KG BAGS),17100
711100,"Coffee, Green",BR,Brazil,1979,1978,0,29,Arabica Production,2,(1000 60 KG BAGS),19100
711100,"Coffee, Green",BR,Brazil,1980,1979,0,29,Arabica Production,2,(1000 60 KG BAGS),20900
711100,"Coffee, Green",BR,Brazil,1981,1980,0,29,Arabica Production,2,(1000 60 KG BAGS),20250
711100,"Coffee, Green",BR,Brazil,1982,1981,0,29,Arabica Production,2,(1000 60 KG BAGS),31500
711100,"Coffee, Green",BR,Brazil,1983,1982,0,29,Arabica Production,2,(1000 60 KG BAGS),15750
711100,"Coffee, Green",BR,Brazil,1984,1983,0,29,Arabica Production,2,(1000 60 KG BAGS),28000
711100,"Coffee, Green",BR,Brazil,1985,1984,0,29,Arabica Production,2,(1000 60 KG BAGS),25000
711100,"Coffee, Green",BR,Brazil,1986,1985,0,29,Arabica Production,2,(1000 60 KG BAGS),30600
711100,"Coffee, Green",BR,Brazil,1987,1986,0,29,Arabica Production,2,(1000 60 KG BAGS),10400
711100,"Coffee, Green",BR,Brazil,1988,1987,0,29,Arabica Production,2,(1000 60 KG BAGS),34300
711100,"Coffee, Green",BR,Brazil,1989,1988,0,29,Arabica Production,2,(1000 60 KG BAGS),21300
711100,"Coffee, Green",BR,Brazil,1990,1989,0,29,Arabica Production,2,(1000 60 KG BAGS),22500
711100,"Coffee, Green",BR,Brazil,1991,1990,0,29,Arabica Production,2,(1000 60 KG BAGS),26500
711100,"Coffee, Green",BR,Brazil,1992,1991,0,29,Arabica Production,2,(1000 60 KG BAGS),24000
711100,"Coffee, Green",BR,Brazil,1993,1992,0,29,Arabica Production,2,(1000 60 KG BAGS),19200
711100,"Coffee, Green",BR,Brazil,1994,1993,0,29,Arabica Production,2,(1000 60 KG BAGS),24000
711100,"Coffee, Green",BR,Brazil,1995,1994,0,29,Arabica Production,2,(1000 60 KG BAGS),24500
711100,"Coffee, Green",BR,Brazil,1996,1995,0,29,Arabica Production,2,(1000 60 KG BAGS),14000
711100,"Coffee, Green",BR,Brazil,1997,1996,0,29,Arabica Production,2,(1000 60 KG BAGS),22700
711100,"Coffee, Green",BR,Brazil,1998,1997,0,29,Arabica Production,2,(1000 60 KG BAGS),19200
711100,"Coffee, Green",BR,Brazil,1999,1998,0,29,Arabica Production,2,(1000 60 KG BAGS),30600
